track_id,image,x,y
89,02,928.14,1488.02
89,10,1320.48,2043.36
89,11,826.12,2130.00
89,12,830.10,686.78
90,00,1874.88,1778.40
90,01,1285.20,1479.60
90,10,1966.46,634.18
91,00,1870.80,1779.60
91,01,1279.20,1480.80
91,10,1962.72,633.60
91,11,1388.16,750.24
92,00,1196.00,1288.00
92,01,552.00,922.80
93,00,2858.00,995.00
93,01,2218.80,728.40
93,02,1750.80,768.00
94,00,1819.00,1776.00
94,01,1228.00,1475.00
94,02,756.00,1436.00
94,12,645.60,595.20
95,00,2470.80,1846.80
95,01,1843.00,1562.00
96,00,2423.00,905.00
96,01,1819.58,604.80
96,02,1368.58,609.98
97,00,1913.93,1775.00
97,01,1323.36,1478.88
97,02,857.09,1444.61
97,10,2013.05,632.03
97,11,1437.70,749.95
97,12,758.94,624.15
98,00,2859.00,997.00
98,01,2219.58,729.08
98,02,1751.78,768.89
99,00,2861.00,998.00
99,01,2222.40,732.00
99,02,1754.40,771.60
100,00,1199.00,3277.00
100,01,590.00,2964.00
100,02,56.40,2980.80
101,00,1234.80,1000.80
101,01,591.84,610.56
102,00,2572.72,2784.13
102,01,1890.72,2440.80
102,02,1424.16,2416.32
102,10,2585.86,1794.58
102,12,1257.12,1785.60
103,00,1882.83,1768.78
103,01,1291.44,1470.60
103,02,823.22,1437.01
103,10,1975.73,622.08
103,11,1403.41,740.52
103,12,721.61,607.15
104,00,1291.44,3107.91
104,01,686.78,2799.36
104,02,164.23,2806.83
104,10,1318.81,2054.94
104,11,825.29,2139.96
105,00,1318.00,1270.00
105,01,688.80,910.80
106,00,1253.00,3349.00
106,01,648.00,3027.00
107,00,2496.61,3628.80
107,01,1749.60,2960.40
107,02,1273.20,2924.40
107,12,1039.20,2258.40
108,00,1252.00,3838.00
108,01,655.00,3477.00
109,00,2146.80,1767.60
109,01,1548.00,1477.00
110,00,1267.00,3837.00
110,01,670.80,3476.40
110,02,142.80,3507.60
111,00,1884.00,1767.00
111,01,1292.00,1468.00
111,02,825.60,1434.00
111,12,722.88,604.80
112,00,2404.00,1852.00
112,01,1783.00,1566.00
113,00,1255.00,3263.00
113,01,647.00,2948.00
113,02,121.00,2962.00
114,00,2497.48,3608.26
114,01,1818.72,3165.12
114,02,1334.74,3120.35
114,11,1876.32,2481.12
115,00,2420.00,3368.00
115,01,1818.72,3169.44
115,02,1336.32,3124.80
116,00,2976.00,1217.00
116,01,2315.52,957.60
116,02,1836.00,999.36
117,00,1225.00,3262.00
117,01,616.90,2951.42
117,02,88.13,2965.25
118,00,2475.88,1764.63
118,01,1850.40,1481.76
118,02,1392.77,1479.17
118,10,2652.55,644.48
118,11,2020.03,774.14
118,12,1343.69,765.16
119,00,1282.80,3260.40
119,01,675.60,2942.40
119,02,153.45,2956.95
119,11,824.00,2274.00
120,00,2956.00,1237.00
120,01,2297.00,977.00
121,00,1597.00,1857.00
121,01,1000.00,1553.00
122,00,2033.46,1289.95
122,01,1436.26,979.40
122,02,979.40,946.56
122,11,1579.59,137.36
123,00,2977.00,1250.00
123,01,2314.14,991.35
123,02,1833.06,1030.58
123,12,1903.57,333.43
124,00,1264.80,3255.60
124,01,657.60,2938.80
124,02,132.00,2953.20
125,00,1246.00,3256.00
125,01,638.00,2940.00
126,00,1249.20,3254.40
126,01,642.00,2938.80
126,02,115.20,2953.20
127,00,2478.00,1762.00
127,01,1851.00,1479.00
128,00,2251.20,1855.20
128,01,1642.00,1566.00
129,00,2425.00,1692.00
129,01,1804.03,1408.32
129,02,1347.84,1403.83
129,11,1971.99,684.29
129,12,1306.37,669.36
130,00,2367.36,1855.87
130,01,1746.80,1567.64
130,02,1294.56,1558.08
130,10,2515.28,752.72
130,11,1901.08,870.91
130,12,1225.15,836.35
131,00,2588.00,2808.00
131,01,1903.00,2451.00
131,02,1436.00,2426.00
131,10,2598.00,1818.00
132,00,1819.00,812.00
132,01,1222.80,453.60
132,02,763.20,394.80
133,00,2059.00,886.00
133,01,1464.00,554.00
134,00,1204.00,1857.00
134,01,576.00,1542.00
135,00,1206.00,1857.00
135,01,577.00,1542.00
135,02,43.00,1481.00
136,00,2753.08,2881.48
136,01,2038.83,2511.81
136,02,1564.66,2481.35
136,12,1391.47,1869.23
137,00,1805.00,814.00
137,01,1206.34,453.87
137,02,743.51,394.15
138,00,2311.15,1698.43
138,01,1702.01,1411.77
138,02,1246.95,1401.02
139,00,1171.00,3242.00
139,01,562.00,2933.00
140,00,1785.60,1696.32
140,01,1192.32,1391.04
140,10,1869.70,521.86
140,11,1294.27,641.09
141,00,1262.00,3158.00
141,01,654.00,2847.00
141,02,129.00,2857.00
141,11,797.00,2187.00
142,00,2381.00,3641.00
142,01,1718.00,3203.00
142,10,2275.00,2497.00
143,00,2014.56,1300.32
143,01,1419.84,986.40
144,00,2726.20,1024.19
144,01,2096.16,748.89
144,02,1633.93,777.55
145,00,2517.00,3681.00
145,01,1837.00,3226.00
146,00,1250.40,3231.60
146,01,642.00,2917.20
146,02,116.40,2930.40
147,00,1236.20,3168.13
147,01,630.72,2856.96
147,02,101.52,2869.53
147,11,776.16,2197.44
148,00,1214.78,3167.42
148,01,604.80,2858.11
148,02,76.03,2870.21
148,10,1249.92,2105.28
149,00,1371.00,1702.00
149,01,754.80,1381.20
150,00,1277.34,3166.39
150,01,670.00,2855.00
150,02,147.23,2863.64
150,10,1306.37,2108.16
150,11,814.00,2196.00
151,00,1266.00,1705.00
151,01,640.00,1379.00
152,00,1815.00,1753.00
152,01,1222.56,1452.96
152,02,751.68,1414.08
153,00,1256.00,3171.00
153,01,648.00,2859.00
154,00,1831.68,1752.19
154,01,1241.28,1450.08
154,02,770.69,1411.78
154,11,1346.11,713.66
154,12,665.63,568.17
155,00,1238.40,3170.40
155,01,630.00,2860.80
156,00,2951.00,1247.00
156,01,2292.00,986.00
157,00,1837.44,1751.04
157,01,1247.04,1450.08
157,02,778.00,1412.00
157,10,1926.72,596.16
157,11,1353.02,713.66
157,12,673.20,570.00
158,00,1280.00,3173.00
158,01,672.00,2860.00
159,00,2468.16,1556.64
159,01,1846.00,1276.00
159,02,1391.04,1274.40
159,10,2687.04,368.06
159,11,2030.40,528.00
159,12,1375.20,528.48
160,00,1226.88,1468.80
160,01,590.40,1122.00
160,02,64.80,1035.60
161,00,1201.00,3223.00
161,01,591.84,2910.24
161,02,58.75,2925.50
162,00,729.00,3803.00
162,01,125.00,3498.00
163,00,2785.92,982.39
163,01,1277.28,1412.64
163,02,809.28,1375.20
163,10,1966.46,547.78
163,11,1387.58,668.74
163,12,713.66,532.22
164,00,1873.20,1714.80
164,01,1281.60,1414.80
165,00,1729.20,1747.20
165,01,1136.00,1442.00
165,10,1800.58,587.52
166,00,2410.56,1860.48
166,01,1787.04,1573.92
166,02,1332.00,1565.28
166,12,1264.90,851.90
167,00,1274.00,3684.00
167,01,674.00,3336.00
168,00,2507.00,1745.00
168,01,1878.00,1463.00
168,02,1419.84,1460.16
168,12,1377.22,748.22
169,00,2593.00,1957.00
169,01,1948.00,1669.00
169,02,1486.00,1666.00
170,00,738.00,3806.40
170,01,135.00,3500.00
170,10,835.00,2597.00
170,11,331.00,2741.00
171,00,1314.00,3217.20
171,01,708.00,2900.00
171,02,189.00,2910.00
172,00,2409.69,1863.25
172,01,1785.02,1577.66
172,02,1329.18,1569.72
172,10,2558.99,767.40
172,11,1940.89,885.43
172,12,1261.58,855.98
173,00,1863.60,1573.20
173,01,1270.80,1266.00
173,02,804.00,1225.20
173,11,1383.84,492.48
174,00,2406.00,3356.00
174,01,1746.00,2950.00
174,02,1270.00,2915.00
174,10,2361.60,2499.84
174,12,1036.00,2249.00
175,00,2460.00,3643.00
175,01,1787.00,3198.00
175,02,1306.00,3155.00
176,00,1210.00,3216.00
176,01,601.00,2905.00
176,02,70.80,2919.60
177,00,2541.07,3642.90
177,01,1855.87,3193.34
177,02,1271.52,2949.12
177,10,2416.16,2500.76
177,12,1032.48,2279.52
178,00,1243.00,3214.00
178,01,635.00,2902.00
179,00,2574.72,3623.04
179,01,1887.00,3173.00
179,11,1800.00,2493.00
180,00,1971.99,1727.31
180,01,1378.94,1430.78
180,02,917.57,1399.68
180,10,2085.21,572.31
180,12,829.44,582.68
181,00,2371.00,1867.00
181,01,1752.19,1579.39
181,02,1299.46,1570.75
181,10,2519.00,769.00
181,11,1905.64,885.43
181,12,1227.57,850.18
182,00,1255.20,3188.40
182,01,647.00,2876.00
182,02,121.00,2888.00
182,10,1288.00,2126.00
182,11,793.00,2215.00
183,00,1259.00,3188.00
183,01,650.40,2876.40
183,10,1290.00,2126.00
183,11,795.60,2214.00
184,00,2592.00,2822.40
184,01,1908.04,2463.44
184,02,1439.24,2436.56
184,10,2599.20,1831.20
184,12,1272.03,1809.51
185,00,2403.00,3359.00
185,01,1743.60,2953.20
185,02,1266.97,2917.56
185,10,2365.92,2504.16
185,12,1034.73,2249.86
186,00,2598.00,2826.00
186,01,1913.00,2468.00
186,02,1444.00,2442.00
187,00,1747.00,1741.00
187,01,1154.00,1435.00
188,00,1751.78,1734.36
188,01,1157.07,1430.78
188,02,681.80,1388.48
188,10,1827.42,570.32
189,00,1238.00,3194.00
189,01,629.00,2883.00
190,00,2504.00,3645.00
190,01,1825.20,3196.80
190,02,1342.08,3150.72
190,11,1882.00,2508.00
190,12,1081.44,2471.04
191,00,1748.00,1737.00
191,01,1156.00,1432.00
192,00,1739.52,1738.08
192,01,1147.68,1432.80
192,10,1812.67,575.42
192,11,1242.43,691.20
193,00,1214.00,3199.00
193,01,606.53,2889.22
193,02,77.76,2903.04
194,00,1234.00,3195.00
194,01,626.00,2884.00
195,00,1757.00,1735.00
195,01,1164.00,1431.60
195,10,1833.60,572.40
196,00,1236.00,3197.00
196,01,627.00,2886.00
196,02,100.00,2898.00
197,00,1281.00,3196.00
197,01,673.20,2878.80
197,02,151.20,2890.80
198,00,1258.00,3196.00
198,01,650.00,2883.00
198,02,124.00,2895.00
199,00,2601.00,2829.00
199,01,1915.20,2469.60
199,02,1446.00,2443.20
200,00,2628.00,2711.00
200,01,1940.00,2364.00
200,02,1472.00,2341.00
201,00,2877.00,3225.00
201,01,2147.00,2810.00
201,02,1656.00,2761.20
201,12,1436.40,2154.00
202,00,1870.00,1571.00
202,01,1692.06,1408.39
202,02,1239.18,1395.95
202,10,2469.41,543.45
202,11,1848.32,680.80
202,12,1185.44,639.00
203,00,2821.00,2506.00
203,01,2769.60,1915.20
203,11,2959.00,1323.00
204,00,2115.00,1642.00
204,01,1517.00,1349.00
205,00,2420.00,908.00
205,01,1819.00,606.00
206,00,2494.54,2751.67
206,01,1824.77,2405.38
206,02,1360.28,2382.57
206,12,1194.39,1743.90
207,00,1760.00,1738.00
207,01,1167.00,1433.00
208,00,2302.00,1608.00
208,01,1694.00,1321.00
209,00,1324.80,3176.40
209,01,718.80,2860.80
210,00,2606.76,1970.75
210,01,1959.55,1681.69
210,02,1495.98,1678.12
210,11,2123.37,1011.92
211,00,1209.60,3403.20
211,01,2152.40,1020.21
212,00,1236.00,1791.60
212,01,609.12,1471.68
213,00,2421.14,3413.98
213,01,1759.24,3000.91
213,02,1281.48,2963.17
213,10,2336.95,2320.36
213,11,1830.99,2341.09
213,12,1043.02,2295.48
214,00,2738.00,3022.00
214,01,2028.00,2638.00
214,02,1550.00,2602.00
214,10,2707.00,2019.00
214,12,1359.00,1987.00
215,00,2780.40,2866.80
215,01,2065.00,2499.00
216,00,1822.80,1604.40
216,01,1230.00,1297.20
217,00,2127.60,922.80
217,01,1532.40,598.80
218,00,2420.64,3427.20
218,01,1756.80,3012.00
218,02,1279.20,2976.00
218,10,2332.80,2331.60
218,12,1039.20,2305.20
219,00,2426.40,3427.20
219,01,1762.56,3011.04
219,10,2338.00,2331.00
219,11,1832.40,2347.20
220,00,2417.47,3430.08
220,01,1755.65,3015.36
220,02,1278.00,2979.00
220,10,2331.36,2334.24
220,11,1825.92,2351.52
220,12,1038.00,2309.00
221,00,1233.79,3435.96
221,01,626.23,3110.40
222,00,2485.20,3687.60
222,01,1809.00,3235.00
223,00,1252.80,3263.04
223,01,645.12,2947.68
224,00,2455.49,3443.90
224,01,1788.48,3026.88
224,11,1856.40,2361.60
225,00,2404.80,1866.00
225,01,1783.20,1579.20
226,00,2820.10,1404.86
226,01,2168.64,1135.30
227,00,2409.12,3682.08
227,01,1742.40,3236.40
228,00,1827.36,1755.36
228,01,1236.96,1454.40
228,02,766.80,1417.20
228,10,1914.62,601.34
228,11,1340.93,718.85
228,12,660.96,573.12
229,00,1313.28,1300.32
229,01,684.00,940.32
230,00,2422.80,3385.20
230,01,1761.00,2976.00
231,00,2519.42,3603.92
231,01,1762.00,2973.00
231,10,2401.92,2472.77
232,00,1909.20,1774.80
232,01,1319.00,1477.00
233,00,1209.32,1858.78
233,01,580.48,1544.35
233,11,627.06,813.38
234,00,2807.65,1308.44
234,01,2160.69,1038.87
234,02,1692.06,1065.00
235,00,2671.20,1294.80
235,01,2038.80,1017.60
236,00,1306.08,3166.56
236,01,699.60,2852.40
236,02,179.00,2861.00
236,10,1333.20,2106.00
236,11,842.00,2193.00
237,00,2716.05,788.30
237,01,2104.70,504.58
237,02,1647.36,535.68
237,11,2059.00,1785.00
237,12,1167.60,2916.00
238,00,2151.60,1777.20
238,01,1551.60,1486.80
238,02,1095.60,1466.40
238,11,1690.56,767.52
239,00,1215.60,3166.80
239,01,606.00,2859.00
239,02,76.00,2871.00
239,11,752.00,2196.00
240,00,2664.00,1290.00
240,01,2032.13,1011.92
240,02,1570.75,1031.62
240,11,2266.86,216.48
241,00,2589.60,2810.40
241,01,1904.40,2454.00
241,02,1437.00,2428.00
241,10,2599.00,1821.00
241,11,2021.00,1857.00
241,12,1268.00,1800.00
242,00,1743.90,1737.68
242,01,1150.56,1435.68
242,02,673.92,1392.48
242,10,1816.47,577.29
242,12,559.87,527.04
243,00,1870.80,1779.60
243,01,1279.20,1480.80
244,00,2516.40,3673.20
244,01,1836.00,3220.00
245,00,1202.40,3256.80
245,01,592.80,2943.60
246,00,1198.80,3256.80
246,01,590.40,2944.80
247,00,2492.40,3673.20
247,01,1815.00,3222.00
248,00,1820.16,815.04
248,01,1223.42,456.19
249,00,2666.65,1314.66
249,01,2034.20,1036.80
249,02,1571.79,1055.46
249,11,2264.37,244.68
249,12,1611.19,306.89
250,00,2505.60,3081.60
250,01,1842.00,2699.00
250,11,1920.00,2068.00
251,00,2439.60,3672.00
251,01,1768.80,3225.60
251,10,2324.00,2522.00
252,00,2691.36,1631.52
252,01,2044.57,1354.06
252,02,1580.08,1363.60
252,10,2934.14,489.37
252,11,2249.44,641.99
252,12,1573.61,662.89
253,00,2580.48,2802.24
253,01,1898.40,2446.80
253,02,1430.40,2421.60
253,10,2589.60,1812.00
253,12,1261.20,1792.80
254,00,1264.90,3083.44
254,01,655.72,2776.97
254,02,131.38,2782.94
255,00,2364.48,3667.68
255,01,1704.00,3228.00
255,10,2257.20,2517.60
256,00,2980.80,2800.80
256,01,2239.49,2436.56
256,02,1746.72,2403.36
256,11,2357.73,1856.09
256,12,1585.44,1821.60
257,00,2012.40,1281.60
257,01,1418.40,968.40
257,02,961.20,936.00
258,00,2576.16,2800.80
258,01,1893.60,2445.60
258,02,1426.80,2420.40
259,00,1974.24,1730.88
259,01,1382.40,1434.24
259,02,920.16,1404.00
259,10,2087.42,575.42
259,12,829.44,582.68
260,00,2962.80,3370.80
260,01,2221.00,2932.00
260,02,1721.00,2874.00
260,12,1480.00,2267.00
261,00,2421.60,3370.80
261,01,1759.20,2961.60
261,02,1282.80,2925.60
261,12,1048.80,2259.60
262,00,2406.00,3370.80
262,01,1745.28,2963.52
262,02,1268.40,2928.00
262,11,1819.20,2305.20
263,00,2664.00,1275.84
263,01,2032.13,998.78
263,02,1570.80,1018.80
263,12,1618.56,259.20
264,00,2364.00,1852.80
264,01,1746.00,1566.00
264,10,2512.80,748.80
265,00,1240.70,3252.10
265,01,632.45,2937.60
265,02,105.75,2950.73
266,00,2676.67,1726.27
266,01,2024.50,1448.20
266,02,1558.68,1457.16
266,10,2892.67,607.56
266,11,2217.99,748.89
267,00,2683.58,1636.42
267,01,2036.16,1360.80
267,02,1572.48,1372.32
268,00,2387.52,3365.28
268,01,1730.00,2960.00
268,02,1254.00,2926.00
268,10,2311.20,2281.20
269,00,2736.00,3020.40
269,01,2026.80,2635.20
269,02,1548.00,2599.20
269,12,1357.92,1984.32
270,00,763.78,3651.26
270,01,159.60,3352.80
270,10,848.00,2477.00
270,11,339.00,2615.00
271,00,1864.80,1642.80
271,01,1272.00,1339.20
272,00,2809.31,3015.84
272,01,2096.06,2628.29
272,02,1610.50,2590.27
273,00,2407.10,3360.96
273,01,1747.20,2954.40
273,02,1270.80,2918.40
273,10,2368.88,2495.79
273,12,1038.00,2252.40
274,00,1857.60,1644.00
274,01,1266.00,1339.20
275,00,2483.14,3646.08
275,01,1807.20,3199.68
275,02,1324.80,3154.80
275,11,1866.00,2510.40
275,12,1064.40,2474.40
276,00,2885.76,2927.23
276,01,2158.00,2549.00
276,02,1672.00,2513.00
277,00,1834.80,1645.20
277,01,1241.67,1341.20
277,11,1348.67,582.27
278,00,2576.40,2786.40
278,01,1894.00,2433.00
279,00,1833.41,1646.78
279,01,1242.43,1342.66
279,02,772.42,1301.18
279,10,1930.52,458.27
279,11,1349.91,584.76
279,12,680.14,437.53
280,00,1862.09,1644.36
280,01,1272.00,1344.00
280,02,805.20,1304.40
280,10,1964.78,456.86
281,00,2952.00,1265.76
281,01,2292.00,1004.40
281,02,1814.40,1042.56
281,11,2566.08,216.00
281,12,1880.64,341.28
282,00,373.25,229.92
282,01,1892.00,2428.00
282,02,1425.00,2404.00
282,12,1260.00,1774.00
283,00,2977.92,2779.20
283,01,2236.80,2416.80
283,02,1746.00,2386.80
283,12,1587.60,1803.60
284,00,1269.60,3092.40
284,01,661.20,2784.00
285,00,2755.47,877.88
285,01,689.00,2784.00
285,02,166.00,2791.00
285,10,1318.81,2045.40
286,00,696.96,3644.64
286,01,84.96,3352.32
287,00,2679.84,2702.88
287,01,1984.80,2354.40
287,02,1514.40,2331.60
287,12,1360.80,1714.80
288,00,1245.60,3094.80
288,01,636.60,2786.92
288,02,107.00,2796.87
288,10,1275.00,2043.00
289,00,2725.92,914.40
289,01,2108.16,635.04
290,00,2854.66,2771.71
290,01,2132.49,2411.18
290,02,1650.59,2384.64
290,12,1490.50,1786.61
291,00,2318.98,3640.90
291,01,1663.20,3208.32
292,00,2796.00,2706.00
292,01,2083.20,2354.40
292,02,1607.00,2331.00
293,00,720.00,3573.60
293,01,109.20,3282.00
293,10,801.60,2415.60
294,00,2438.40,1800.00
294,01,1815.00,1516.00
295,00,2980.80,2774.40
295,01,2240.00,2412.00
295,02,1748.16,2381.76
295,12,1591.20,1798.80
296,00,1211.04,3306.24
296,01,603.36,2990.88
297,00,2520.00,3640.80
297,01,1839.00,3191.00
297,02,1356.00,3145.00
297,10,2398.00,2499.00
297,11,1895.00,2503.00
297,12,1095.00,2469.00
298,00,2205.60,3306.00
298,01,1570.80,2917.20
299,00,2201.76,3307.68
299,01,1568.40,2919.60
299,10,2141.28,2223.36
299,11,1650.00,2259.00
300,00,2985.60,2770.80
300,01,2242.94,2407.10
300,02,1752.19,2377.73
300,12,1593.22,1795.39
301,00,1257.98,3144.96
301,01,649.04,2836.69
301,02,121.93,2846.64
301,10,1285.63,2089.15
301,12,1125.96,2994.28
302,00,2426.40,3346.80
302,01,1764.00,2940.00
302,02,1288.00,2905.00
303,00,2580.00,2769.60
303,01,1898.00,2418.00
303,02,1431.00,2394.00
303,10,2595.60,1782.00
303,11,2017.00,1822.00
303,12,1267.00,1765.00
304,00,2311.20,3585.60
304,01,1658.00,3160.00
304,10,2218.00,2454.00
304,11,1730.00,2474.00
305,00,2832.00,1429.20
305,01,2180.16,1160.64
305,02,1707.84,1188.00
